title,description,date,order,presenter,editor,url,urlTvNews,containsWordGlobalWarming,media,month,day,label,label_1,label_2,label_3,Commentaires,nb_label
Environnement : ce qui est prévu pour la planification écologique,"Élisabeth Borne, nommée Première ministre lundi 16 mai, est en train de composer son futur gouvernement mais aussi peut-être de réfléchir à l’une de ses prochaines missions : la planification écologique. En quoi cela va-t-il consister ?Dès sa prise de poste lundi 16 mai, la Première ministre Élisabeth Borne a bien identifié un dossier qui devrait rythmer son action à Matignon : la planification écologique. Deux ministres auront pour mission de la mettre en œuvre. Un ministre sera chargé de l’énergie, on parle de \planification énergétique\"", l’autre de décliner la planification écologique sur le territoire, c’est la \""planification territoriale\"". Côté énergie, Élisabeth Borne va devoir lancer six réacteurs nucléaires et cinquante parcs éoliens en mer, pour une mise en service en 2050. Voitures électriques et rénovation des logements Le but va être de mettre en place les promesses de campagne d’Emmanuel Macron, comme un meilleur accès aux voitures électriques. Enfin, la rénovation énergétique des logements: l'objectif est d’en convertir 3 500 000 d’ici la fin du quinquennat. Le président a promis d’augmenter de 50 milliards d’euros le budget pour la transition écologique durant son deuxième quinquennat.""",17/05/2022 02:00,7.0,Anne-Sophie Lapix,Elsa Pallot,https://www.francetvinfo.fr/politique/emmanuel-macron/environnement-ce-qui-est-prevu-pour-la-planification-ecologique_5143990.html,https://www.francetvinfo.fr/replay-jt/france-2/20-heures/jt-de-20h-du-mardi-17-mai-2022_5105158.html,True,France 2,5.0,17.0,1,engagement_politique_et_entreprises,engagement_politique_et_entreprises,,,2
Vague de chaleur : des records de températures battus,"En direct d’Aix-en-Provence, nous retrouvons la journaliste Nathalie Ramirez, qui nous dresse un bilan des records de températures du mercredi 18 mai.Le sud-est de la France a battu ce mercredi 18 mai des records de températures. Il a ainsi fait près de 33 degrés près du Vaucluse. \Metéo France nous l’a confirmé, en ce qui concerne le nombre de jour consécutif (...) en cette période de printemps, 37 jours consécutifs de températures au-dessus de la moyenne de saison\"", rapporte la journaliste Nathalie Ramirez en direct d’Aix-en-Provence (Bouches-du-Rhône), mercredi 18 mai. Rester prudent \""Ça fait le bonheur des touristes (...) qui profitent de ces terrasses\"", poursuit-elle. Cependant, cela plaît moins aux météorologues qui y voient là une des conséquences du réchauffement climatique et \""rappellent que le risque de sécheresse pourrait s’accroître\"", précise Nathalie Ramirez. Les pompiers sont également prudents car cette vague de chaleur pourrait provoquer des incendies.""",18/05/2022 02:00,3.0,Carole Gaessler,Philippe Denis,https://www.francetvinfo.fr/meteo/canicule/vague-de-chaleur-des-records-de-temperatures-battus_5146051.html,https://www.francetvinfo.fr/replay-jt/france-3/19-20/jt-de-19-20-du-mercredi-18-mai-2022_5107099.html,True,France 3,5.0,18.0,1,rechauffement_climatique_canicule,,,,1
Climat : quelle sera la météo en 2100 ?,"Les scientifiques du GIEC préviennent que ces vagues de chaleur pourraient être récurrente dans les années à venir. À quoi ressemblera la météo en 2100 ?Nous sommes en 2100, et ce matin encore, les prévisions sont caniculaires pour un mois de mai. Il fait jusqu’à 38 degrés en moyenne à Bordeaux (Gironde). Les vagues de chaleur seraient plus fréquentes et plus longues, les orages souvent violents provoqueront des inondations. Dans son scénario le plus pessimiste, Météo France imagine des températures moyennes en 2100 de +3,9°C plus chaudes qu’aujourd’hui avec des variations importantes selon les régions. Le monde entier touché par le réchauffement climatique \Cela signifie qu’au niveau des extrêmes pendant les canicules, les pics vont augmenter plus encore que ces 4 ou 5 degrés. Donc on peut imaginer des vagues de chaleur avec des pics maximales à 45°C voir plus\"", affirme Frédéric Long, prévisionniste à Météo France. Les nuits tropicales deviendront régulières dans le nord de la France. Le monde entier subira le réchauffement climatique. En Arctique, il fera + 11,4°C de plus qu’aujourd’hui. Dans le Nord-Est Américain, cela s’élève à + 8°C.""",18/05/2022 02:00,4.0,Anne-Sophie Lapix,Elsa Pallot,https://www.francetvinfo.fr/meteo/climat/climat-quelle-sera-la-meteo-en-2100_5146027.html,https://www.francetvinfo.fr/replay-jt/france-2/20-heures/jt-de-20h-du-mercredi-18-mai-2022_5107096.html,True,France 2,5.0,18.0,1,rechauffement_climatique_canicule,,,,1
Tornade en Allemagne : un mort et soixante blessés,"Après le passage d'une tornade dans l'ouest de l'Allemagne, les autorités ne parlent même plus de dégâts, mais de ravages. Ce phénomène d'une violence rarissime en Europe a blessé une quarantaine de personnes.  C'était une grosse frayeur pour les passagers de ce bus et pour les habitants qui sont restés chez eux. Les vents soufflent à plus de 130 km/h. Ce magasin ne résistera pas à la violence de cette tornade. Toute la zone commerciale est ravagée. Depuis sa voiture, un couple découvre les dégâts à cet endroit précisément. Les habitants n'en reviennent pas. Des tempêtes ont balayé plusieurs régions en Allemagne, mais la tornade a surtout ravagé Lippstadt et Paderborn, deux villes situées au nord-ouest du pays. Un phénomène d'une telle violence est rare en Europe. Le bilan est lourd avec un mort et une soixantaine de blessés et des dégâts énormes. Ces tempêtes violentes, se transformant par endroit en tornade, sont une conséquence du réchauffement climatique. Celle qui a balayé l'Allemagne est liée aux chaleurs extrêmes que l'on connaît en ce moment en Espagne et dans l'Hexagone. En arrivant de l'autre côté du Rhin, cet air très chaud est entré en collision avec l'air froid venu du nord, comme un choc thermique foudroyant. T F1 | Reportage F. Agnès, C. Cazilhac",21/05/2022 02:00,0.0,,,https://www.tf1info.fr/international/video-tornade-en-allemagne-un-mort-et-soixante-blesses-2220540.html,https://www.tf1info.fr/emission/le-we-12559/extraits,True,TF1,5.0,21.0,1,catastrophes_naturelles,,,,1
Climatisation : se rafraîchir sans polluer ?,"Les épisodes de chaleur deviennent de plus en plus réguliers et nous incitent à s’équiper en climatiseur. Des appareils pas réputés pour leurs vertus écologiques. Pourtant, les nouveaux modèles vous permettent de vous rafraîchir sans culpabiliser.  Mathieu et Marion, des agents immobiliers, ont installé une climatisation dans leur local, il y a deux ans. Cet appareil fonctionne comme un réfrigérateur. Elle aspire l'air chaud de la pièce et le refroidit à l’aide d’un flux de frigorifique. Ainsi, elle rejette de l’air frais à l’intérieur et de l’air chaud à l’extérieur.  Or, cela participe au réchauffement de l'atmosphère. Alors, Richard Mazigh, le fabricant, a développé un système pour que l'air rejeté soit moins chaud. Cette climatisation, dite réversible, permet aussi de se chauffer en hiver. Et elle consomme beaucoup moins qu’un système électrique classique.  Bon nombre de Français sont à la recherche de solution plus économique et durable pour se rafraîchir. Actuellement, encore tous les climatiseurs rejettent de puissants gaz à effet de serre en cas de fuite, par exemple, contrairement aux rafraîchisseurs d’air. Certes, ces appareils sont moins efficaces qu’une climatisation classique mais consomment 50 fois moins d’électricité. Le prix est aussi un autre avantage : 130 euros, en moyenne, contre 400 euros pour une climatisation mobile classique. T F1 | Reportage P. Corrieu, V. Capus, S. Humblot",21/05/2022 02:00,0.0,,,https://www.tf1info.fr/environnement-ecologie/video-climatisation-se-rafraichir-sans-polluer-2220543.html,https://www.tf1info.fr/emission/le-we-12559/extraits,True,TF1,5.0,21.0,1,rechauffement_climatique_canicule,solution_innovante,,"En solution, pourrait aussi être changement de comportement (recherche à émettre moins)",2
Tornades : plus fréquentes et plus violentes avec le réchauffement climatique ?,"La tornade, provoquée par la rencontre de l'air chaud et de l'air froid, est encore un phénomène rare en Europe. Mais ce phénomène extrême se multipliera-t-il à l’avenir avec le réchauffement climatique ?C’est un spectacle effrayant que l’on observe aujourd’hui plus de six mois par an dans tout le centre des États-Unis. Des tornades d’une puissance parfois exceptionnelle comme l’une qui a lieu samedi 21 mai dans le Michigan et qui ne laisse derrière elle que des toitures arrachées et des voitures retournées. Ces scènes habituelles en Amérique du Nord pourraient-elles aussi le devenir en Europe, dès le printemps ? C’était impensable auparavant mais les tornades en République Tchèque l’année dernière et en Allemagne cette semaine ont changé la donne. Les climatologues divisés Pour que des nuages d’orage engendrent des tornades, il faut la rencontre de masse d’air chaud au sol et d’air beaucoup plus froid en altitude, poussé par des vents tournoyants. Ces phénomènes deviendront-ils plus nombreux et plus violents avec le dérèglement climatique ? La question fait encore débat chez les climatologues. \En théorie, on devrait avoir des oranges plus violentes, des conditions convectives plus violentes et donc des situations plus favorables aux tornades. Cela, c’est la théorie pas encore observée\"", explique Robert Vautard, climatologue et membre du Giec.""",21/05/2022 02:00,2.0,Laurent Delahousse,Elsa Pallot,https://www.francetvinfo.fr/meteo/orages/tornades-plus-frequentes-et-plus-violentes-avec-le-rechauffement-climatique_5151430.html,https://www.francetvinfo.fr/replay-jt/france-2/20-heures/jt-de-20h-du-samedi-21-mai-2022_5117683.html,True,France 2,5.0,21.0,1,catastrophes_naturelles,,,,1
"Irak : des tempêtes de sable à répétition fragilisent le pays, fortement touché par la désertification","En Irak, la neuvième tempête de sable depuis le mois d'avril a été enregistrée lundi 23 mai. Le phénomène est lié au changement climatique. À chaque fois, le trafic est paralysé et les hospitalisations pour troubles respiratoires s'enchaînent.Les Irakiens suffoquent dans la poussière, mercredi 25 mai, un halo orange s'est abattu sur les villes et dans les campagnes. C'est la neuvième tempête de sable en moins de deux mois. Le phénomène s'étend désormais aux pays voisins. Avec des avions cloués au sol et des administrations fermées, l'Irak est toutefois le pays le plus touché. 10 000 personnes ont dû être admises à l'hôpital pour des troubles respiratoires. \La plupart des patients que nous recevons ont des maladies chroniques. Il y a l'asthme, ou alors ils ont des bronchites. La majorité d'entre eux sont des personnes âgées\"", détaille le Dr Seif Ali Abed, chef de service à l'hôpital de Bagdad (Irak). Les effets de la surexploitation humaine amplifiés par les changements climatiques Le phénomène devrait s'amplifier dans les années à venir. En raison d'une mauvaise gestion de l'eau et d'une urbanisation incontrôlée, la désertification gagne du terrain. De moins en moins de végétaux freinent les vents. \""C'est une surexploitation humaine dont les effets sont amplifiés par les changements climatiques, en matière d'intensité et en matière de fréquence\"", commente Jean-Luc Chotte, président du comité scientifique français de la désertification. En Irak, 40% des sols sont touchés par la désertification.""",25/05/2022 02:00,12.0,Anne-Sophie Lapix,Elsa Pallot,https://www.francetvinfo.fr/monde/environnement/crise-climatique/irak-des-tempetes-de-sable-a-repetition-fragilisent-le-pays-fortement-touche-par-la-desertification_5159356.html,https://www.francetvinfo.fr/replay-jt/france-2/20-heures/jt-de-20h-du-mercredi-25-mai-2022_5119675.html,True,France 2,5.0,25.0,1,catastrophes_naturelles,,,,1
Entreprise : la belle initiative de 150 patrons français,"Vendredi 3 et samedi 4 juin se tiendra le sommet de la Terre. Face à une situation climatique toujours plus préoccupante, 150 entreprises françaises essayent d’agir pour changer les méthodes et devenir écologiques.C’est une situation qui inquiète de plus en plus un grand nombre d’entreprises : le changement climatique. À l’occasion du Sommet de la Terre qui va se tenir vendredi 3 et samedi 4 juin, l’écologie est au centre des enjeux. 150 patrons ont pris la décision de faire évoluer leurs activités pour devenir plus vert. Changement de turbocompresseur dans une entreprise de poids lourds et reconditionnement de camion, tous les moyens sont bons pour devenir plus écologique comme dans l’entreprise Renault Trucks, qui réoriente son activité au fur et à mesure. Une initiative commune Comme Renault Trucks, 150 patrons français ont décidé d’un commun accord de faire évoluer leurs pratiques pour remplir une charte plus écologique. \Une claque, une énorme claque, une claque qui affecte car je pense que je ne réalisais pas ni l’ampleur de la crise ni l’urgence\"", explique le directeur de Renault Trucks. Comme lui, la prise de conscience fut grande, y compris dans les entreprises de travaux publics. Certaines terres polluées sont aujourd’hui réutilisées pour faire du ciment, ce qui constitue une réelle économie en plus d’être écologique.""",02/06/2022 02:00,9.0,Carole Gaessler,Philippe Denis,https://www.francetvinfo.fr/economie/entreprises/entreprise-la-belle-initiative-de-150-patrons-francais_5174725.html,https://www.francetvinfo.fr/replay-jt/france-3/19-20/jt-de-19-20-du-jeudi-2-juin-2022_5135812.html,True,France 3,6.0,2.0,1,engagement_politique_et_entreprises,engagement_politique_et_entreprises,,,2
Pouvoir d'achat : le casse-tête du chèque alimentaire pour le gouvernement,"Le chèque alimentaire, mainte fois évoqué depuis deux ans et proposé lors de la Convention citoyenne sur le climat, n'est toujours pas sur la table. Pourquoi le dispositif est-il si long à mettre en place ? Éléments de réponse.C'était l'une des propositions phares de la Convention citoyenne pour le climat : verser chaque mois une aide aux foyers les plus modestes, pour les encourager à consommer des produits alimentaires durables, français et bio. La proposition a été validée en juin 2020 par le chef de l'État, Emmanuel Macron. Deux ans plus ans, elle peine encore à voir le jour. Selon le ministre de l'Économie, Bruno Le Maire, faire une liste de produits français éligibles au coup de pouce serait une opération trop complexe. Déception pour les syndicats agricoles À la rentrée, le gouvernement optera pour un chèque inflation, versé directement aux ménages modestes, quelles que soient leurs dépenses. Un mauvais signal, selon certains syndicats agricoles. \C'est quand même une réelle déception pour nous, que ça ne serve pas plus à la croissance française, et notamment à l'agriculture française\"", déplore Yannick Fialip, président de la Commission économique de la FNSEA. Le retard de la mesure s'explique également par son coût important : entre trois et dix milliards d'euros, selon plusieurs associations d'aide alimentaire.""",08/06/2022 02:00,6.0,Sophie Le Saint,Philippe Denis,https://www.francetvinfo.fr/monde/environnement/convention-citoyenne-sur-le-climat/pouvoir-d-achat-le-casse-tete-du-cheque-alimentaire-pour-le-gouvernement_5185660.html,https://www.francetvinfo.fr/replay-jt/france-3/19-20/jt-de-19-20-du-mercredi-8-juin-2022_5146657.html,True,France 3,6.0,8.0,1,engagement_politique_et_entreprises,comportement_consommateur,,Peut aussi se classifier dans engagement politique pour solution car aide de l'état,2
"Fin de la vente des voitures thermiques en 2035 : le \tout électrique\"" en questions""","Le Parlement européen doit se prononcer ce mercredi 8 juin sur la proposition d’interdire la vente de voitures à moteur thermique neuves dans les pays de l’Union européenne d’ici à 2035. Les voitures électriques ne représentent aujourd'hui que 2% des voitures en circulation. Est-ce possible pour les constructeurs ?  Le Parlement européen se prononcera mercredi sur huit des quatorze textes de la feuille de route proposée en juillet 2021 par la Commission européenne pour réduire de 55% d'ici à 2030, par rapport à 1990, les émissions de gaz à effet de serre de l'UE, en vue des négociations entre États membres et eurodéputés pour finaliser les réglementations. Une pomme de discorde majeure concerne la proposition-phare de Bruxelles de réduire à zéro les émissions des automobiles neuves à partir de 2035, les véhicules électriques à batteries devenant de facto les seuls commercialisés. Pour Flavien Neuvy, économiste, spécialiste de l'automobile et directeur de l'observatoire Cetelem, sollicité dans le sujet en tête de cet article, les constructeurs automobiles français pourront répondre à ce défi : \Il est gigantesque, mais ils pourront s'adapter. Ils ont commencé à investir massivement dans la voiture électrique. Certaines marques affirment même pouvoir répondre à la demande avec cinq ans d'avance, avec quelques inquiétudes toutefois pour l'emploi chez les équipementiers et les réseaux de réparation.\"" Une autre interrogation porte sur le prix. C'est aujourd'hui le frein principal à l'achat pour les automobilistes que nous avons rencontrés dans une concession à Bassussarry (Pyrénées-Atlantiques). Si sur le papier vendre plus de voiture doit faire baisser les prix, la flambée des cours de certaines matières premières comme le lithium, indispensable pour les batteries, inquiète les professionnels. Le dernier obstacle concerne les bornes de rechargement. Y en aura-t-il assez sur le territoire ? On en compte aujourd'hui 62 000 et il faudra aller beaucoup plus loin. Comme nous l'a expliqué Cécile Goubet, déléguée générale de l'Avere, association pour la mobilité électrique, il va falloir au moins doubler le nombre de points de recharge ouverts au public à l'horizon 2025 et encore le doubler vers 2030. Il faudra aussi améliorer l'autonomie des véhicules. Dernière précision, après 2035, vous pourrez toujours rouler avec votre voiture thermique si elle fonctionne ou en acheter une d'occasion.""",08/06/2022 02:00,0.0,,,https://www.tf1info.fr/transports/video-automobile-sommes-nous-prets-pour-le-tout-electrique-2222358.html,https://www.tf1info.fr/emission/le-20h-11001/extraits,True,TF1,6.0,8.0,1,transport_decarbone,gaz_effet_de_serre,engagement_politique_et_entreprises,Peut aussi être changement de consommation et engagement politique,3
Canicule : faut-il s'habituer à ces vagues de chaleur ?,"Les canicules pourraient devenir plus fréquentes dans les prochaines années. Le journaliste Simon Ricottier apporte des précisions sur ce phénomène dans le 19/20 de France 3, mercredi 15 juin.Une canicule exceptionnelle pour un mois de juin s'est installée en France, mercredi 15 juin. Un phénomène qui pourrait devenir de plus en plus fréquent. \Les climatologues sont formels : on aura des étés plus longs et des périodes de canicule plus fréquentes, plus précoces et plus intenses\"", explique le journaliste Simon Ricottier, présent sur le plateau du 19/20 de France 3, mercredi. En effet, selon le GIEC, \""nous avons une chance sur dix chaque année d'avoir une canicule au mois de juin\"", poursuit le journaliste, qui ajoute qu'en 2030, \""ce sera une chance sur cinq\"", contre une chance sur deux en 2050. La canicule impacte aussi l'économie De plus, à la fin du XXe siècle, \""il y avait trois à quatre jours de canicule en moyenne chaque année en France\"", tandis qu'à la fin du XXIe siècle, \""il y en aura 20 à 35\"", rapporte Simon Ricottier. Lutter contre ces canicules est un enjeu pour la planète, mais aussi pour notre économie. \""Les chercheurs ont même mesuré l'impact économique de ces canicules : de 0,3 à 2% du PIB européen, selon les régions, c'est ce qu'ont coûté les dernières vagues de chaleur de 2003, 2015 ou 2018\"", affirme le journaliste France Télévisions. En effet, à partir d'une température de 33 degrés, un travailleur perdrait 50% de sa productivité, soit ses capacités de travail.""",15/06/2022 02:00,4.0,Carole Gaessler,Philippe Denis,https://www.francetvinfo.fr/decouverte/vacances/canicule-faut-il-s-habituer-a-ces-vagues-de-chaleur_5199931.html,https://www.francetvinfo.fr/replay-jt/france-3/19-20/jt-de-19-20-du-mercredi-15-juin-2022_5160502.html,True,France 3,6.0,15.0,1,rechauffement_climatique_canicule,,,,1
Fortes chaleurs : comment l'habitat s'adapte peu à peu au climat,"Certains logements résistent mieux aux canicules, qui se multiplient ces dernières années avec le réchauffement climatique. De nouveaux matériaux, et des techniques de construction adaptées, permettent de faire face aux vagues de chaleur. Une équipe de TF1 a visité plusieurs maisons où l'on vit plutôt bien, en pleine canicule.  Toufik n'a emménagé dans ce quartier de Grenoble (Isère) qu'il y a quelques semaines. Alors qu'il y fait face à une première vague de chaleur, il découvre avec surprise que son logement reste plutôt frais. Et pour cause : son immeuble est équipé d'un système de ventilation naturelle, qui circule en permanence. Le bâtiment dispose aussi de fenêtres à triple-vitrage, mais aussi d'une exposition bien pensée : est-ouest, pour éviter d'exposer les chambres au soleil pendant la journée. \La chaleur, on ne la sent pas beaucoup\"", témoigne Toufik, \""il fait 38?°C dehors, à l'intérieur seulement 26 ou 27?°C\"". Il montre à notre équipe une bouche de ventilation dans le plafond de son appartement, pour le reportage en tête de cet article. \""Si vous mettez la main ici le soir\"", explique-t-il, \""vous sentez de la fraîcheur qui rentre\"". L'appartement retrouve plus vite une température acceptable pour le repos de ses habitants, après les pics de chaleur de la journée. Mais il y a une autre technique de plus en plus prisée des constructeurs : l'utilisation du bois. En région parisienne, on trouve l'un des plus grands chantiers de France basé intégralement sur ce matériau. Trois-cents logements seront livrés d'ici à un an. On retrouvera du bois dans chacun d'entre eux, du sol au plafond, car il est quinze fois plus isolant que le béton. Un allié formidable pour lutter contre la chaleur. \""Le béton et la pierre vont chauffer toute la journée parce qu'ils vont absorber la chaleur. Et la nuit, ils la restituent\"", explique Julien Pemezec, président du directoire de \""Woodeum\"". Inversement, poursuit l'ingénieur, \""avec le bois, d'abord on est très bien isolé, et en plus la nuit, la température du logement baisse tout de suite\"". TF1 | Reportage A. Barth, C. Blampain, A. Mersi""",15/06/2022 02:00,0.0,,,https://www.tf1info.fr/meteo/video-fortes-chaleurs-comment-l-habitat-s-adapte-au-climat-2223275.html,https://www.tf1info.fr/emission/le-20h-11001/extraits,True,TF1,6.0,15.0,1,rechauffement_climatique_canicule,solution_innovante,,aussi efficacité énergétique,2
"Fonte des glaces : au pied du glacier des Bossons à Chamonix, l'étonnante vidange d'un lac","Dans les Alpes, un lac s'est formé à la suite de la fonte du glacier des Bossons à Chamonix, en Haute-Savoie, qui perd environ six mètres par an. La commune a dû prendre des mesures pour vidanger une partie du lac.C'est un chantier qui se déroule au pied d'un glacier, en pleine période de fonte. Un hélicoptère dépose une pelleteuse qui a pour mission de permettre une vidange partielle d'un lac. Situé au pied du glacier des Bossons, à Chamonix (Haute-Savoie), ce lac est apparu il y a à peine quatre ans. Il s'agit d'une conséquence du réchauffement climatique et de la fonte accélérée. Bloc après bloc, la machine creuse, enlève des rochers, élargit le torrent qui sert d'exutoire. L'objectif est de parvenir à baisser le niveau du lac d'environ deux mètres. Le phénomène s'accélère En cette période de canicule, l'eau afflue de partout. Il faut diminuer le volume d'eau pour limiter le risque de rupture. La glace perd cinq mètres d'épaisseur chaque année, il y a donc un danger à terme de purge brutale et d'inondation pour la vallée en contrebas. Le paysage, en tout cas, se transforme presque chaque jour, avec l'évolution du climat. En 30 ans, le glacier des Bossons, comme beaucoup d'autres glaciers alpins, a reculé de plus d'1 km. Selon les scientifiques, la tendance est à l'accélération du phénomène.",15/06/2022 02:00,11.0,Julian Bugier,Thomas Horeau,https://www.francetvinfo.fr/meteo/neige/fonte-des-glaces-au-pied-du-glacier-des-bossons-a-chamonix-l-etonnante-vidange-d-un-lac_5199454.html,https://www.francetvinfo.fr/replay-jt/france-2/13-heures/jt-de-13h-du-mercredi-15-juin-2022_5160487.html,True,France 2,6.0,15.0,1,hausse_niveau_mer_fonte_glace,,,,1
Se rafraîchir sans (trop) polluer : le dilemme des acheteurs de clim',"Les ventes de climatiseurs sont en forte hausse cette semaine. Une tendance qui se confirme chaque année, avec des pics lors des épisodes de canicule. Mais si la solution de la climatisation soulage à court terme, elle contribue aussi à aggraver le problème.  En ce moment, nous cherchons tous une petite brise bien fraîche pour soulager l'organisme face aux températures étouffantes. C'est justement ce qu'offrent les climatiseurs, dont les ventes explosent avec les grosses chaleurs. La plupart des consommateurs cherchent un équilibre entre écologie, économie et confort. C'est le cas d'Anne, venue en magasin trouver un appareil pour un ami âgé, que l'on peut voir dans le reportage du JT de TF1 en tête de cet article. \Aujourd'hui, avec ce qu'on annonce comme température\"", témoigne-t-elle, \""pour quelqu'un qui est âgé, c'est important\"". Le magasin qu'elle visite prévoit même de multiplier ses ventes par vingt par rapport à la semaine dernière. Les clients ont l'embarras du choix, notamment dans une vaste gamme de climatiseurs mobiles, plus adaptés à des clients qui vivent pour la plupart en appartement. On doit compter en moyenne 500 euros pour un climatiseur, contre 50 euros pour un simple ventilateur. Certains optent toutefois pour une climatisation haut-de-gamme, réputée plus économe en énergie, comme Margaux et Jules. \""Maintenant en plus c'est vachement écolo comme machine... enfin c'est beaucoup plus écolo qu'avant\"", estime le jeune homme, \""et ça ne consomme rien\"". Car c'est là toute la question, dont la plupart des consommateurs sont désormais conscients : si j'achète une clim, est-ce que je n'aggrave pas le réchauffement climatique ? C'est le \""cercle vicieux de la clim'\"" : les installations refroidissent l'air à l'intérieur des logements, des bureaux ou des surfaces commerciales... mais rejettent de l'air chaud à l'extérieur, contribuant donc du même coup à aggraver le problème. La chaleur en ville peut ainsi monter de 1 degré du seul fait de l'usage trop répandu des climatisations. Une augmentation qui pourrait grimper à 3 degrés d'ici à 2030, si les ventes d'équipement continuent de progresser au même rythme. Le recours des particuliers à la climatisation est ainsi passé de 14% en 2016 à 25% en 2020. Les climatiseurs sont par ailleurs très énergivores, et les pics de chaleur coïncident désormais avec une sur-consommation d'électricité au niveau national - un phénomène que l'on n'observait jusqu'à récemment que lors des vagues de froid en hiver. Troisième problème, inhérent à la technologie des climatiseurs : les fluides frigorigènes qu'ils contiennent, qui contribuent très fortement à l'émission de gaz à effet de serre. Si le principe de ces fluides est de fonctionner en circuit fermé, des émanations importantes sont constatées en fin de vie des appareils, ou lors de réparations. Mais comment se passer de climatisation, alors que les températures grimpent d'année en année, éprouvant les organismes parfois jusqu'au pire ? L'Agence de l'environnement et de la maitrise de l'énergie (Ademe), préconise notamment un usage raisonné des climatiseurs. En élevant la température que l'on demande à la machine de maintenir, de 22 degrés en moyenne à 27 degrés. Une telle mesure permettrait à elle seule de diviser par deux la consommation des appareils- et de baisser d'autant la facture. Attendre que la température dépasse 30 degrés à l'extérieur, avant de mettre en route la climatisation, au lieu de 27, diviserait la consommation par trois. L'Ademe recommande également de faire entretenir son matériel par un professionnel agréé, et de bien choisir au départ son système de climatisation. Trop souvent, selon l'agence, l'acquisition d'un climatiseur dans l'urgence d'une canicule, amène des consommateurs à opter pour un matériel inadéquat pour leurs besoins. Le recours à un ventilateur, plutôt qu'à une clim, peut dans de nombreux cas suffire à faire baisser la température corporelle - sans engager d'effet pervers sur le réchauffement global. Au-delà de 37 degrés à l'extérieur, cependant, cette solution devient insuffisante pour les personnes âgées ou malades. Les rafraichisseurs d'air, dont le principe conjugue eau et ventilation, sont également une solution peu gourmande en énergie, et qui ne rejette pas d'air chaud. Restent les consignes déjà bien connues, de ventilation naturelle des logements, et d'isolation. Si les Français sont de plus en plus vigilants à leur gestion de la chaleur chez eux, ils n'ont cependant pas tous les moyens d'agir efficacement, leur habitat n'ayant pas été conçu pour faire face aux pics de chaleur dont la récurrence s'accélère d'année en année.""",16/06/2022 02:00,0.0,,,https://www.tf1info.fr/conso/video-ruee-sur-les-clim-est-ce-bien-raisonnable-2223216.html,https://www.tf1info.fr/emission/le-13h-10927/extraits,True,TF1,6.0,16.0,1,rechauffement_climatique_canicule,comportement_consommateur,,question de l'éfficacité énergétique aussi,2
Incendies : le risque de feux s’étend vers le Nord,"À cause du réchauffement climatique et de la sécheresse, les feux de forêts se propagent dans des régions jusque-là relativement épargnées. Les pompiers doivent donc se réorganiser. Reportage en Mayenne.La végétation transformée en brasier, des centaines de pompiers qui luttent contre les flammes. Chaque été, dans le sud de la France, le triste spectacle des incendies se répète. Aujourd’hui, le risque s’étend au nord de la France alors les pompiers s’y préparent. En Mayenne, depuis l’an dernier, des pompiers volontaires suivent des formations sur les feux de forêts. Deux formations ont lieu par an dans le cadre d’un plan d’action nationale aux fins d’une meilleure coordination entre pompiers de différents départements en cas de gros incendies. La crainte d’une saison des incendies plus longue Selon les experts, un tiers des forêts est classé à risque aujourd’hui. Ce sera plus de la moitié d’ici à 2050. Le risque remonte petit à petit vers le Nord. Entre 2006 et 2019, les feux de forêt y ont progressivement augmenté. \À l’échelle du territoire, on a des hivers et des printemps qui sont de moins en moins pluvieux, donc favorables à une sécheresse déjà précoce et bien entamée. Avec les chaleurs estivales, on a un risque de feu qui se propage vers le nord du pays\"", déclare Joris Vallon, référent feu de forêt en Île-de-France Météo France. Les experts craignent aussi de voir la saison des incendies s’étendre du début du printemps jusqu’à l’automne.""",16/06/2022 02:00,4.0,Carole Gaessler,Philippe Denis,https://www.francetvinfo.fr/meteo/climat/incendies-le-risque-de-feux-setend-vers-le-nord_5202205.html,https://www.francetvinfo.fr/replay-jt/france-3/19-20/jt-de-19-20-du-jeudi-16-juin-2022_5162380.html,True,France 3,6.0,16.0,1,feu_foret,secheresse,rechauffement_climatique_canicule,cause des feu de foret : canicule et sécheresse,3
